0,1
1e-05,1
2e-05,1
3e-05,1
4e-05,1
5e-05,1
6.000000000000001e-05,1
7.000000000000001e-05,1
8.000000000000001e-05,1
9.000000000000001e-05,1
0.0001,1
0.00011,1
0.00012,1
0.00013,1
0.00014,1
0.00015,1
0.00016,1
0.00017,1
0.00018,1
0.00019,1
0.0002,1
0.00021,1
0.00022,1
0.00023,1
0.00024,1
0.00025,1
0.00026,1
0.00027,1
0.00028,0
0.00029,0
0.0003,0
0.00031,0
0.00032,0
0.0003300000000000001,0
0.00034,0
0.0003500000000000001,0
0.00036,0
0.00037,0
0.00038,0
0.00039,0
0.0004,0
0.00041,0
0.00042,0
0.00043,0
0.00044,0
0.00045,0
0.00046,0
0.00047,0
0.0004800000000000001,0
0.0004900000000000001,0
0.0005,0
0.00051,0
0.0005200000000000001,0
0.0005300000000000001,0
0.00054,0
0.00055,0
0.0005600000000000001,0
0.0005700000000000001,0
0.00058,0
0.00059,0
0.0006000000000000001,0
0.0006100000000000001,0
0.00062,0
0.00063,0
0.0006400000000000001,0
0.0006500000000000001,0
0.0006600000000000001,0
0.00067,0
0.00068,0
0.0006900000000000001,0
0.0007000000000000001,1
0.00071,1
0.00072,1
0.0007300000000000001,1
0.0007400000000000001,1
0.00075,1
0.00076,1
0.0007700000000000001,1
0.0007800000000000001,1
0.00079,1
0.0008,1
0.0008100000000000001,1
0.0008200000000000001,1
0.0008300000000000001,1
0.00084,1
0.0008500000000000001,1
0.0008600000000000001,1
0.0008700000000000001,1
0.00088,1
0.0008900000000000001,1
0.0009000000000000001,1
0.0009100000000000001,1
0.00092,1
0.0009300000000000001,1
0.0009400000000000001,1
0.0009500000000000001,1
0.0009600000000000001,1
0.0009700000000000001,1
0.0009800000000000002,1
0.00099,1
0.001,1
0.00101,1
0.00102,1
0.00103,1
0.00104,1
0.00105,1
0.00106,1
0.00107,1
0.00108,1
0.00109,1
0.0011,1
0.00111,1
0.00112,1
0.00113,1
0.00114,1
0.00115,1
0.00116,1
0.00117,1
0.00118,1
0.00119,1
0.0012,1
0.00121,1
0.00122,1
0.00123,1
0.00124,1
0.00125,1
0.00126,1
0.00127,1
0.00128,1
0.00129,1
0.0013,1
0.00131,1
0.00132,1
0.00133,1
0.00134,1
0.00135,1
0.00136,0
0.00137,0
0.00138,0
0.00139,0
0.0014,0
0.00141,0
